experiment,well,exclude,sample,assay,role,cq,copies,thresholdSetting,thresholdCq,baselineSetting,baselineStart,baselineEnd
samples-template-urolepis_Aug05_2021_051457PM,D7,Excluded,MG11/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,D8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,E1,Excluded,MG08/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,E2,Excluded,MG09/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,E3,,MG09/03 (1:5),urolepis,Unknown,32.4549719627005,15.9657426144059,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug05_2021_051457PM,E4,Excluded,lab control 14/05 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,E5,Excluded,MG10/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,E6,Excluded,MG11/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,E7,Excluded,MG11/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,E8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,F1,Excluded,MG08/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,F2,Excluded,MG09/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,F3,Excluded,MG09/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,F4,Excluded,lab control 14/05 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,F5,Excluded,MG10/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,F6,Excluded,MG11/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,F7,Excluded,MG11/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug05_2021_051457PM,F8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,A1,Excluded,field control 22/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,A2,,MG12/02 (1:5),urolepis,Unknown,39.6142928162557,0.134550157191564,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug06_2021_055119PM,A3,,MG13/01 (1:5),urolepis,Unknown,35.3619788573917,2.29576722712224,Auto,0.287,Auto,3,30
samples-template-urolepis_Aug06_2021_055119PM,A4,Excluded,MG13/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,A5,Excluded,MG14/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,A6,Excluded,MG15/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,A7,Excluded,MG18/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,A8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,B1,Excluded,field control 22/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,B2,,MG12/02 (1:5),urolepis,Unknown,38.2200124361064,0.341079688399257,Auto,0.287,Auto,3,33
samples-template-urolepis_Aug06_2021_055119PM,B3,,MG13/01 (1:5),urolepis,Unknown,,,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug06_2021_055119PM,B4,Excluded,MG13/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,B5,,MG14/02 (1:5),urolepis,Unknown,37.3437534104283,0.611982008432177,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug06_2021_055119PM,B6,Excluded,MG15/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,B7,Excluded,MG18/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,B8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,C1,Excluded,field control 22/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,C2,,MG12/02 (1:5),urolepis,Unknown,39.2637709379263,0.169997533870769,Auto,0.287,Auto,3,33
samples-template-urolepis_Aug06_2021_055119PM,C3,,MG13/01 (1:5),urolepis,Unknown,41.9860295745621,0.027650905780282,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug06_2021_055119PM,C4,Excluded,MG13/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,C5,Excluded,MG14/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,C6,Excluded,MG15/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,C7,Excluded,MG18/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,C8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,D1,Excluded,MG12/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,D2,,MG12/03 (1:5),urolepis,Unknown,,,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug06_2021_055119PM,D3,,MG13/02 (1:5),urolepis,Unknown,37.2816114401081,0.637886411023883,Auto,0.287,Auto,3,33
samples-template-urolepis_Aug06_2021_055119PM,D4,,MG14/01 (1:5),urolepis,Unknown,34.8089156070756,3.32024064841018,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug06_2021_055119PM,D5,,MG14/03 (1:5),urolepis,Unknown,35.8738511622027,1.63162591643872,Auto,0.287,Auto,3,30
samples-template-urolepis_Aug06_2021_055119PM,D6,,MG16/01 (1:5),urolepis,Unknown,33.7848856679934,6.57456079922938,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug06_2021_055119PM,D7,Excluded,MG18/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,D8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,E1,,MG12/01 (1:5),urolepis,Unknown,40.4890401916195,0.075065328633176,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug06_2021_055119PM,E2,Excluded,MG12/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,E3,Excluded,MG13/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,E4,Excluded,MG14/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,E5,,MG14/03 (1:5),urolepis,Unknown,34.3273715969939,4.5781461687516,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug06_2021_055119PM,E6,,MG16/01 (1:5),urolepis,Unknown,34.7099572849281,3.54683707109769,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug06_2021_055119PM,E7,Excluded,MG18/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,E8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,F1,Excluded,MG12/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,F2,,MG12/03 (1:5),urolepis,Unknown,38.8237649168476,0.22799625295245,Auto,0.287,Auto,3,33
samples-template-urolepis_Aug06_2021_055119PM,F3,,MG13/02 (1:5),urolepis,Unknown,34.2130456534116,4.94098877409603,Auto,0.287,Auto,3,30
samples-template-urolepis_Aug06_2021_055119PM,F4,Excluded,MG14/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,F5,Excluded,MG14/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,F6,,MG16/01 (1:5),urolepis,Unknown,33.6086749526393,7.39470979946555,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug06_2021_055119PM,F7,Excluded,MG18/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug06_2021_055119PM,F8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,A1,Excluded,MG18/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,A2,Excluded,MG17/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,A3,Excluded,MG17/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,A4,Excluded,MG19/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,A5,Excluded,MG20/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,A6,Excluded,MG20/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,A7,,MG21/02 (1:5),urolepis,Unknown,33.3537820498738,8.76541530420755,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug09_2021_060723PM,A8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,B1,Excluded,MG18/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,B2,Excluded,MG17/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,B3,Excluded,MG17/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,B4,Excluded,MG19/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,B5,Excluded,MG20/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,B6,Excluded,MG20/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,B7,,MG21/02 (1:5),urolepis,Unknown,34.8917617245141,3.14171042327535,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug09_2021_060723PM,B8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,C1,Excluded,MG18/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,C2,Excluded,MG17/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,C3,Excluded,MG17/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,C4,Excluded,MG19/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,C5,Excluded,MG20/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,C6,Excluded,MG20/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,C7,,MG21/02 (1:5),urolepis,Unknown,33.2609831955992,9.32523020972572,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug09_2021_060723PM,C8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,D1,Excluded,field control 23/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,D2,Excluded,MG17/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,D3,Excluded,MG19/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,D4,Excluded,MG19/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,D5,Excluded,MG20/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,D6,,MG21/01 (1:5),urolepis,Unknown,33.3244269794034,8.9387684063171,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug09_2021_060723PM,D7,,MG21/03 (1:5),urolepis,Unknown,33.3579701234232,8.74095867032626,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug09_2021_060723PM,D8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,E1,Excluded,field control 23/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,E2,Excluded,MG17/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,E3,Excluded,MG19/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,E4,Excluded,MG19/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,E5,Excluded,MG20/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,E6,,MG21/01 (1:5),urolepis,Unknown,33.8129962867078,6.45241243369251,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug09_2021_060723PM,E7,,MG21/03 (1:5),urolepis,Unknown,38.3191967545083,0.319241028798489,Auto,0.287,Auto,3,33
samples-template-urolepis_Aug09_2021_060723PM,E8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,F1,Excluded,field control 23/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,F2,Excluded,MG17/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,F3,Excluded,MG19/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,F4,Excluded,MG19/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,F5,Excluded,MG20/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug09_2021_060723PM,F6,,MG21/01 (1:5),urolepis,Unknown,34.2480242193153,4.82702287415418,Auto,0.287,Auto,3,30
samples-template-urolepis_Aug09_2021_060723PM,F7,,MG21/03 (1:5),urolepis,Unknown,34.3733993487688,4.43970188922951,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug09_2021_060723PM,F8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,A1,Excluded,field control 24/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,A2,Excluded,MG22/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,A3,Excluded,MG22/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,A4,,MG23/02 (1:5),urolepis,Unknown,33.1405316286524,10.1055180312723,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug10_2021_044006PM,A5,,MG24/01 (1:5),urolepis,Unknown,32.6137423900179,14.3611029053086,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,A6,,MG24/03 (1:5),urolepis,Unknown,32.0593116299111,20.7886228232291,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,A7,,MG25/02 (1:5),urolepis,Unknown,39.9359970038773,0.108561363103118,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug10_2021_044006PM,A8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,B1,Excluded,field control 24/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,B2,,MG22/01 (1:5),urolepis,Unknown,,,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug10_2021_044006PM,B3,Excluded,MG22/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,B4,,MG23/02 (1:5),urolepis,Unknown,34.5029728430454,4.0720382598732,Auto,0.287,Auto,3,30
samples-template-urolepis_Aug10_2021_044006PM,B5,,MG24/01 (1:5),urolepis,Unknown,33.2937311865885,9.12370693929366,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,B6,Excluded,MG24/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,B7,,MG25/02 (1:5),urolepis,Unknown,35.3655403395512,2.2903189493279,Auto,0.287,Auto,3,30
samples-template-urolepis_Aug10_2021_044006PM,B8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,C1,Excluded,field control 24/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,C2,Excluded,MG22/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,C3,,MG22/03 (1:5),urolepis,Unknown,,,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug10_2021_044006PM,C4,,MG23/02 (1:5),urolepis,Unknown,33.6007826877705,7.43374739675042,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,C5,,MG24/01 (1:5),urolepis,Unknown,33.6873195963824,7.01673442386006,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,C6,,MG24/03 (1:5),urolepis,Unknown,32.2978943011481,17.7296433705149,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,C7,,MG25/02 (1:5),urolepis,Unknown,,,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug10_2021_044006PM,C8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,D1,Excluded,lab control 19/05 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,D2,Excluded,MG22/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,D3,,MG23/01 (1:5),urolepis,Unknown,34.5214738771244,4.02208695117334,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug10_2021_044006PM,D4,,MG23/03 (1:5),urolepis,Unknown,36.5118025177774,1.06606538065681,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug10_2021_044006PM,D5,,MG24/02 (1:5),urolepis,Unknown,32.8175669091569,12.535242012862,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,D6,,MG25/01 (1:5),urolepis,Unknown,,,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug10_2021_044006PM,D7,,MG25/03 (1:5),urolepis,Unknown,38.3016566910289,0.322998622186609,Auto,0.287,Auto,3,33
samples-template-urolepis_Aug10_2021_044006PM,D8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,E1,Excluded,lab control 19/05 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,E2,,MG22/02 (1:5),urolepis,Unknown,34.0980978372834,5.33480141899942,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,E3,,MG23/01 (1:5),urolepis,Unknown,34.8861302192949,3.15353602313103,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,E4,,MG23/03 (1:5),urolepis,Unknown,35.0952279961183,2.74293097368854,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug10_2021_044006PM,E5,,MG24/02 (1:5),urolepis,Unknown,32.02370294201,21.2883890465691,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,E6,,MG25/01 (1:5),urolepis,Unknown,37.6341328218848,0.504203217619037,Auto,0.287,Auto,3,33
samples-template-urolepis_Aug10_2021_044006PM,E7,,MG25/03 (1:5),urolepis,Unknown,40.1895198689825,0.091668657846051,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug10_2021_044006PM,E8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,F1,Excluded,lab control 19/05 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,F2,Excluded,MG22/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug10_2021_044006PM,F3,,MG23/01 (1:5),urolepis,Unknown,34.7757473290479,3.39452935715927,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug10_2021_044006PM,F4,,MG23/03 (1:5),urolepis,Unknown,34.708785493755,3.54961088733008,Auto,0.287,Auto,3,29
samples-template-urolepis_Aug10_2021_044006PM,F5,,MG24/02 (1:5),urolepis,Unknown,32.3366980577445,17.2765570434884,Auto,0.287,Auto,3,28
samples-template-urolepis_Aug10_2021_044006PM,F6,,MG25/01 (1:5),urolepis,Unknown,40.4665255988021,0.076201347802706,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug10_2021_044006PM,F7,,MG25/03 (1:5),urolepis,Unknown,38.0194190275082,0.389919327855938,Auto,0.287,Auto,3,33
samples-template-urolepis_Aug10_2021_044006PM,F8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,A1,Excluded,MG26/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,A2,Excluded,MG26/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,A3,Excluded,MG27/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,A4,Excluded,MG27/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,A5,Excluded,MG28/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,A6,Excluded,MG29/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,A7,,MG29/03 (1:5),urolepis,Unknown,,,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug11_2021_032345PM,A8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,B1,Excluded,MG26/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,B2,Excluded,MG26/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,B3,Excluded,MG27/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,B4,Excluded,MG27/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,B5,Excluded,MG28/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,B6,Excluded,MG29/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,B7,,MG29/03 (1:5),urolepis,Unknown,38.184729374856,0.349203502329149,Auto,0.287,Auto,3,32
samples-template-urolepis_Aug11_2021_032345PM,B8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,C1,Excluded,MG26/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,C2,Excluded,MG26/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,C3,Excluded,MG27/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,C4,Excluded,MG27/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,C5,Excluded,MG28/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,C6,,MG29/01 (1:5),urolepis,Unknown,39.3614172544921,0.159276270535492,Auto,0.287,Auto,3,33
samples-template-urolepis_Aug11_2021_032345PM,C7,,MG29/03 (1:5),urolepis,Unknown,,,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug11_2021_032345PM,C8,Excluded,urolepis-synthetic,urolepis,Standard,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,D1,Excluded,MG26/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,D2,Excluded,field control 25/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,D3,Excluded,MG27/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,D4,Excluded,MG28/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,D5,Excluded,MG28/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,D6,,MG29/02 (1:5),urolepis,Unknown,,,Auto,0.287,Auto,3,34
samples-template-urolepis_Aug11_2021_032345PM,D7,Excluded,field control 27/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,D8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,E1,Excluded,MG26/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,E2,Excluded,field control 25/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,E3,Excluded,MG27/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,E4,Excluded,MG28/01 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,E5,Excluded,MG28/03 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,E6,Excluded,MG29/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,E7,Excluded,field control 27/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,E8,Excluded,,urolepis,NTC,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,F1,Excluded,MG26/02 (1:5),urolepis,Unknown,,,Auto,,Auto,,
samples-template-urolepis_Aug11_2021_032345PM,F2,Excluded,field control 25/10 (1:5),urolepis,Unknown,,,Auto,,Auto,,
